"","X","dvcat","weight","dead","airbag","seatbelt","frontal","sex","ageOFocc","yearacc","yearVeh","abcat","occRole","deploy","injSeverity","caseid"
"12372",12372,"25-39",47.5389999998733,"alive","none","none",1,"m",39,1999,1979,"unavail","driver",0,2,"78:35:1"
"12373",12373,"25-39",47.5389999998733,"alive","none","none",1,"m",33,1999,1979,"unavail","pass",0,2,"78:35:1"
"12374",12374,"55+",47.5389999998733,"alive","none","none",0,"m",23,1999,1988,"unavail","driver",0,3,"78:35:2"
"12379",12379,"40-54",51.8099999995902,"alive","airbag","belted",1,"f",34,1999,1999,"deploy","driver",1,3,"78:46:1"
"12381",12381,"10-24",695.370999999344,"alive","none","belted",1,"m",28,1999,1988,"unavail","driver",0,0,"78:47:2"
"12384",12384,"25-39",81.4949999991804,"alive","none","belted",0,"m",25,1999,1985,"unavail","driver",0,3,"78:48:2"
"12385",12385,"10-24",51.8099999995902,"alive","airbag","belted",0,"f",74,1999,1997,"nodeploy","driver",0,0,"78:52:1"
"12387",12387,"10-24",51.8099999995902,"alive","airbag","none",1,"f",18,1999,1998,"nodeploy","pass",0,3,"78:52:2"
"12388",12388,"25-39",51.8099999995902,"alive","airbag","belted",0,"f",66,1999,1996,"deploy","driver",1,1,"78:53:1"
"12389",12389,"25-39",51.8099999995902,"alive","airbag","belted",0,"f",62,1999,1996,"deploy","pass",1,3,"78:53:1"
"12390",12390,"25-39",51.8099999995902,"alive","airbag","belted",1,"f",36,1999,1994,"deploy","driver",1,1,"78:53:2"
"12395",12395,"10-24",51.8099999995902,"alive","airbag","belted",1,"m",43,1999,1998,"deploy","pass",1,3,"78:59:2"
"12397",12397,"10-24",51.8099999995902,"alive","airbag","belted",1,"m",72,1999,1999,"nodeploy","driver",0,3,"78:64:1"
"12400",12400,"25-39",76.3289999999106,"alive","none","belted",1,"f",78,1999,1992,"unavail","driver",0,3,"78:68:1"
"12401",12401,"10-24",52.2399999997579,"alive","none","belted",1,"m",78,1999,1996,"unavail","driver",0,0,"78:70:1"
"12403",12403,"10-24",51.8099999995902,"alive","none","none",1,"m",31,1999,1989,"unavail","driver",0,1,"78:71:2"
"12404",12404,"10-24",907.098999999464,"alive","airbag","belted",0,"m",27,1999,1990,"nodeploy","driver",0,1,"78:72:2"
"12405",12405,"10-24",907.098999999464,"alive","airbag","belted",0,"f",32,1999,1990,"nodeploy","pass",0,0,"78:72:2"
"12406",12406,"10-24",54.3299999996088,"alive","none","belted",0,"m",27,1999,1988,"unavail","driver",0,0,"78:74:1"
"12411",12411,"25-39",51.8099999995902,"alive","airbag","belted",1,"m",23,1999,1995,"deploy","driver",1,0,"78:77:1"
"12413",12413,"10-24",51.8099999995902,"alive","airbag","belted",0,"m",37,1999,1996,"nodeploy","driver",0,0,"78:77:3"
"12416",12416,"25-39",51.8099999995902,"alive","airbag","belted",1,"m",21,1999,1999,"deploy","pass",1,3,"78:79:1"
"12417",12417,"25-39",52.2399999997579,"alive","none","none",1,"m",18,1999,1981,"unavail","driver",0,0,"78:80:1"
"12419",12419,"25-39",52.2399999997579,"alive","none","belted",1,"m",23,1999,1987,"unavail","pass",0,1,"78:80:2"
"12420",12420,"10-24",367.000999998301,"alive","none","belted",0,"f",21,1999,1990,"unavail","driver",0,1,"78:81:1"
"12421",12421,"10-24",367.000999998301,"alive","none","belted",1,"f",86,1999,1991,"unavail","driver",0,3,"78:81:2"
"12422",12422,"40-54",132.929999999702,"alive","none","none",1,"m",20,1999,1988,"unavail","driver",0,3,"78:84:1"
"12427",12427,"10-24",60.839999999851,"alive","airbag","belted",0,"f",26,1999,1998,"nodeploy","pass",0,2,"78:86:2"
"12429",12429,"10-24",57.7309999996796,"alive","airbag","none",1,"f",20,1999,1996,"nodeploy","driver",0,3,"78:90:2"
"12432",12432,"10-24",57.7309999996796,"alive","airbag","belted",1,"f",61,1999,1996,"nodeploy","pass",0,3,"78:91:1"
"12433",12433,"25-39",57.7309999996796,"alive","airbag","belted",1,"m",73,1999,1998,"nodeploy","driver",0,1,"78:91:2"
"12435",12435,"40-54",274.446999996901,"alive","none","none",1,"m",24,1999,1991,"unavail","driver",0,2,"78:94:1"
"12436",12436,"25-39",274.446999996901,"alive","airbag","belted",1,"m",37,1999,1999,"deploy","driver",1,1,"78:94:2"
"12437",12437,"10-24",51.8099999995902,"alive","none","belted",0,"m",81,1999,1996,"unavail","driver",0,0,"78:96:1"
"12438",12438,"10-24",51.8099999995902,"alive","none","belted",0,"f",81,1999,1996,"unavail","pass",0,1,"78:96:1"
"12443",12443,"25-39",56.3029999998398,"alive","none","belted",0,"f",46,1999,1993,"unavail","pass",0,3,"78:101:2"
"12445",12445,"40-54",56.3029999998398,"alive","airbag","none",1,"f",21,1999,1995,"deploy","pass",1,3,"78:102:1"
"12448",12448,"10-24",67.5639999993145,"alive","airbag","belted",1,"f",58,1999,1998,"nodeploy","driver",0,1,"78:105:1"
"12449",12449,"10-24",67.5639999993145,"alive","airbag","belted",0,"f",37,1999,1991,"nodeploy","driver",0,3,"78:105:2"
"12451",12451,"10-24",21.9219999997877,"alive","airbag","belted",1,"m",33,1999,1989,"nodeploy","driver",0,0,"79:3:2"
"12452",12452,"25-39",6.80099999997765,"alive","none","belted",1,"m",43,1999,1989,"unavail","driver",0,1,"79:4:1"
"12453",12453,"1-9km/h",24.8389999999199,"alive","airbag","belted",1,"f",20,1999,1995,"nodeploy","driver",0,0,"79:5:1"
"12454",12454,"10-24",6.69399999995949,"alive","none","belted",0,"m",73,1999,1985,"unavail","driver",0,3,"79:10:1"
"12459",12459,"25-39",8.00599999993574,"alive","none","belted",0,"f",23,1999,1990,"unavail","driver",0,3,"79:15:1"
"12461",12461,"10-24",8.00599999993574,"alive","none","belted",1,"m",37,1999,1981,"unavail","driver",0,1,"79:15:2"
"12464",12464,"10-24",245.012999998406,"alive","none","belted",0,"f",30,1999,1990,"unavail","driver",0,0,"79:18:2"
"12465",12465,"10-24",245.012999998406,"alive","none","belted",0,"f",61,1999,1990,"unavail","pass",0,1,"79:18:2"
"12467",12467,"10-24",152.799999998882,"alive","airbag","belted",1,"f",41,1999,1992,"nodeploy","driver",0,1,"79:20:1"
"12468",12468,"10-24",152.799999998882,"alive","airbag","belted",1,"m",32,1999,1997,"deploy","driver",1,1,"79:20:2"
"12469",12469,"25-39",558.036999993026,"alive","none","belted",0,"m",35,1999,1985,"unavail","driver",0,2,"79:21:1"
"12470",12470,"10-24",558.036999993026,"alive","none","belted",1,"m",41,1999,1993,"unavail","driver",0,1,"79:21:2"
"12475",12475,"25-39",6.96399999997811,"alive","none","belted",0,"m",28,1999,1986,"unavail","driver",0,3,"79:25:1"
"12477",12477,"10-24",0.93399999999383,"alive","airbag","belted",1,"m",51,1999,1996,"deploy","driver",1,3,"79:28:3"
"12480",12480,"25-39",2.16699999998673,"alive","airbag","belted",1,"m",31,1999,1998,"deploy","pass",1,1,"79:31:1"
"12481",12481,"25-39",2.16699999998673,"alive","none","belted",1,"m",61,1999,1985,"unavail","driver",0,2,"79:31:2"
"12483",12483,"25-39",253.884999999776,"alive","airbag","belted",1,"f",22,1999,1995,"deploy","driver",1,0,"79:33:2"
"12484",12484,"10-24",7.97999999998137,"alive","airbag","belted",1,"f",18,1999,1995,"deploy","driver",1,1,"79:36:1"
"12485",12485,"10-24",7.97999999998137,"alive","airbag","none",0,"f",28,1999,1997,"nodeploy","driver",0,3,"79:36:2"
"12486",12486,"10-24",146.21799999848,"alive","none","none",1,"m",48,1999,1991,"unavail","driver",0,2,"79:38:1"
"12491",12491,"25-39",6.96399999997811,"alive","none","belted",0,"f",51,1999,1993,"unavail","pass",0,1,"79:40:2"
"12493",12493,"10-24",286.963999997824,"alive","none","belted",1,"m",45,1999,1988,"unavail","driver",0,1,"79:42:2"
"12496",12496,"25-39",3.14599999997881,"alive","airbag","belted",0,"f",31,1999,1996,"nodeploy","driver",0,3,"79:47:2"
"12497",12497,"40-54",5.88999999995576,"alive","none","belted",0,"f",40,1999,1985,"unavail","driver",0,3,"79:48:1"
"12499",12499,"55+",4.95999999996275,"alive","airbag","belted",1,"f",32,1999,1995,"deploy","driver",1,3,"79:49:1"
"12500",12500,"25-39",231.24499999918,"alive","airbag","belted",0,"m",63,1999,1994,"deploy","driver",1,2,"79:50:1"
"12501",12501,"25-39",231.24499999918,"alive","none","belted",1,"m",36,1999,1994,"unavail","driver",0,1,"79:50:2"
"12502",12502,"25-39",9.45299999997951,"alive","none","belted",1,"f",82,1999,1973,"unavail","driver",0,2,"79:52:1"
"12507",12507,"10-24",10.762999999919,"alive","airbag","belted",1,"m",21,1999,1991,"nodeploy","driver",0,0,"79:55:2"
"12509",12509,"10-24",34.897999999579,"alive","airbag","belted",1,"f",38,1999,1994,"deploy","driver",1,1,"79:56:2"
"12512",12512,"25-39",111.151999999769,"alive","none","belted",0,"m",21,1999,1988,"unavail","driver",0,0,"79:60:1"
"12513",12513,"25-39",111.151999999769,"alive","none","belted",0,"m",18,1999,1988,"unavail","pass",0,0,"79:60:1"
"12515",12515,"10-24",111.151999999769,"alive","airbag","belted",1,"f",44,1999,1997,"nodeploy","pass",0,1,"79:60:2"
"12516",12516,"10-24",87.5109999999404,"alive","airbag","belted",1,"m",54,1999,1997,"nodeploy","driver",0,0,"79:65:1"
"12517",12517,"25-39",87.5109999999404,"alive","none","none",0,"m",32,1999,1970,"unavail","driver",0,2,"79:65:2"
"12518",12518,"25-39",87.5109999999404,"alive","none","belted",0,"m",25,1999,1970,"unavail","pass",0,2,"79:65:2"
"12523",12523,"10-24",201.595999998972,"alive","none","belted",1,"m",49,1999,1986,"unavail","driver",0,0,"79:71:1"
"12525",12525,"10-24",587.287999995053,"alive","none","belted",0,"m",23,1999,1989,"unavail","driver",0,0,"79:72:2"
"12528",12528,"10-24",10.9309999999823,"alive","none","belted",1,"f",27,1999,1993,"unavail","driver",0,1,"79:82:2"
"12529",12529,"10-24",10.9309999999823,"alive","airbag","belted",1,"f",35,1999,1993,"deploy","driver",1,3,"79:82:3"
"12531",12531,"10-24",134.92699999921,"alive","none","belted",0,"f",28,1999,1989,"unavail","driver",0,1,"79:89:1"
"12532",12532,"10-24",134.92699999921,"alive","none","belted",0,"m",20,1999,1989,"unavail","pass",0,0,"79:89:1"
"12533",12533,"10-24",134.92699999921,"alive","airbag","belted",1,"f",28,1999,1993,"deploy","driver",1,2,"79:89:2"
"12534",12534,"10-24",492.763999998569,"alive","none","belted",0,"m",70,1999,1986,"unavail","driver",0,0,"79:90:1"
"12539",12539,"10-24",62.8919999999925,"alive","airbag","belted",1,"f",74,1999,1999,"deploy","driver",1,2,"79:92:1"
"12541",12541,"1-9km/h",17.1199999998789,"alive","airbag","belted",0,"m",22,1999,1996,"nodeploy","driver",0,2,"79:93:1"
"12544",12544,"10-24",55.3969999998808,"alive","none","belted",0,"m",65,1999,1977,"unavail","driver",0,1,"79:95:1"
"12545",12545,"10-24",55.3969999998808,"alive","airbag","belted",1,"m",25,1999,1994,"deploy","driver",1,2,"79:95:2"
"12547",12547,"40-54",202.313999999315,"alive","none","belted",1,"m",37,1999,1986,"unavail","driver",0,1,"79:97:1"
"12548",12548,"10-24",4.95999999996275,"alive","none","belted",1,"m",20,1999,1994,"unavail","driver",0,0,"79:98:2"
"12549",12549,"10-24",4.95999999996275,"alive","none","belted",1,"m",20,1999,1994,"unavail","pass",0,0,"79:98:2"
"12550",12550,"10-24",4.95999999996275,"alive","airbag","none",1,"m",64,1999,1999,"nodeploy","driver",0,3,"79:99:1"
"12555",12555,"40-54",12.6679999999469,"alive","airbag","none",1,"m",24,1999,1995,"deploy","pass",1,2,"79:103:1"
"12557",12557,"25-39",41.0759999998845,"alive","airbag","belted",0,"f",44,1999,1994,"deploy","driver",1,1,"79:104:2"
"12560",12560,"25-39",22.2529999997932,"alive","none","belted",1,"m",29,1999,1991,"unavail","driver",0,0,"79:108:1"
"12561",12561,"40-54",22.2529999997932,"alive","airbag","belted",0,"f",78,1999,1998,"nodeploy","driver",0,1,"79:108:2"
"12563",12563,"40-54",4.95999999996275,"alive","airbag","belted",1,"f",81,1999,1992,"deploy","driver",1,3,"79:112:1"
"12564",12564,"10-24",6.96399999997811,"alive","none","none",0,"m",55,1999,1986,"unavail","driver",0,3,"79:113:1"
"12565",12565,"10-24",1.05699999998615,"alive","airbag","belted",1,"m",27,1999,1992,"deploy","driver",1,0,"79:114:2"
"12566",12566,"10-24",1.05699999998615,"dead","none","belted",1,"m",24,1999,1992,"unavail","pass",0,4,"79:114:2"
"12571",12571,"40-54",4.95999999996275,"alive","none","belted",1,"m",41,1999,1983,"unavail","driver",0,3,"79:118:2"
"12573",12573,"10-24",8.85699999995995,"alive","none","none",0,"m",19,1999,1994,"unavail","driver",0,3,"79:120:1"
"12576",12576,"25-39",5.72799999994459,"alive","none","belted",1,"m",23,1999,1990,"unavail","driver",0,1,"79:121:2"
"12577",12577,"40-54",4.95999999996275,"alive","airbag","belted",1,"f",36,1999,1998,"deploy","driver",1,2,"79:122:1"
"12579",12579,"40-54",0.859999999993306,"alive","airbag","belted",1,"m",36,1999,1997,"deploy","driver",1,1,"79:123:2"
"12580",12580,"25-39",8.86299999989569,"alive","none","none",0,"m",20,1999,1985,"unavail","driver",0,2,"79:126:1"
"12581",12581,"25-39",8.86299999989569,"alive","none","none",0,"m",44,1999,1985,"unavail","pass",0,3,"79:126:1"
"12582",12582,"25-39",8.86299999989569,"alive","none","none",1,"m",37,1999,1989,"unavail","driver",0,1,"79:126:2"
"12587",12587,"10-24",4.95999999996275,"alive","airbag","belted",0,"m",57,1999,1999,"deploy","driver",1,3,"79:130:2"
"12589",12589,"10-24",30.4509999998845,"alive","airbag","belted",1,"m",61,1999,1996,"deploy","driver",1,0,"79:131:2"
"12592",12592,"25-39",6.96399999997811,"alive","none","belted",1,"f",23,1999,1990,"unavail","driver",0,1,"79:135:2"
"12593",12593,"25-39",6.96399999997811,"alive","none","belted",1,"f",33,1999,1990,"unavail","pass",0,3,"79:135:2"
"12595",12595,"25-39",65.7259999997914,"alive","airbag","belted",1,"f",19,1999,1996,"deploy","driver",1,2,"79:142:1"
"12596",12596,"25-39",6.96399999997811,"alive","none","none",1,"f",57,1999,1988,"unavail","driver",0,3,"79:149:1"
"12597",12597,"25-39",6.96399999997811,"alive","none","none",1,"m",29,1999,1988,"unavail","driver",0,3,"79:150:1"
"12598",12598,"25-39",6.96399999997811,"alive","none","none",1,"f",47,1999,1981,"unavail","driver",0,3,"79:152:1"
"12603",12603,"10-24",739.197999998927,"alive","none","belted",1,"m",38,1999,1993,"unavail","driver",0,0,"79:157:3"
"12605",12605,"40-54",4.95999999996275,"alive","airbag","belted",1,"m",39,1999,1998,"deploy","pass",1,2,"79:158:1"
"12608",12608,"25-39",5.72799999994459,"alive","none","belted",1,"m",17,1999,1989,"unavail","pass",0,2,"79:163:1"
"12609",12609,"55+",5.72799999994459,"dead","airbag","belted",0,"f",36,1999,1999,"deploy","driver",1,4,"79:163:2"
"12611",12611,"10-24",21.3829999999143,"alive","airbag","belted",1,"f",68,1999,1999,"nodeploy","driver",0,1,"79:164:2"
"12612",12612,"10-24",69.1889999993145,"alive","airbag","belted",1,"m",25,1999,1997,"deploy","driver",1,1,"79:165:1"
"12613",12613,"25-39",69.1889999993145,"alive","airbag","belted",0,"f",21,1999,1995,"nodeploy","driver",0,1,"79:165:2"
"12614",12614,"10-24",252.683999998495,"alive","airbag","belted",1,"f",25,1999,1999,"deploy","driver",1,0,"79:166:1"
"12619",12619,"10-24",80.1849999995902,"alive","none","belted",1,"f",54,1999,1985,"unavail","driver",0,1,"79:169:2"
"12621",12621,"40-54",5.72799999994459,"alive","airbag","belted",0,"f",72,1999,1996,"deploy","driver",1,3,"79:176:1"
"12624",12624,"55+",4.95999999996275,"alive","airbag","belted",0,"m",29,1999,2000,"nodeploy","driver",0,1,"79:177:2"
"12625",12625,"55+",4.95999999996275,"alive","airbag","belted",0,"m",37,1999,2000,"nodeploy","pass",0,3,"79:177:2"
"12627",12627,"40-54",4.95999999996275,"alive","airbag","belted",1,"f",50,1999,1995,"deploy","pass",1,1,"79:177:3"
"12628",12628,"10-24",272.195999998599,"alive","airbag","belted",1,"f",25,1999,1995,"deploy","driver",1,2,"79:178:2"
"12629",12629,"10-24",6.99599999998463,"alive","none","belted",1,"f",24,1999,1992,"unavail","driver",0,0,"79:179:2"
"12630",12630,"10-24",6.99599999998463,"alive","none","belted",1,"f",20,1999,1992,"unavail","pass",0,1,"79:179:2"
"12635",12635,"10-24",671.403999999166,"alive","none","belted",0,"f",47,1999,1988,"unavail","driver",0,2,"79:183:3"
"12637",12637,"55+",22.5529999998398,"alive","airbag","belted",1,"m",37,1999,1997,"deploy","driver",1,2,"79:184:1"
"12640",12640,"10-24",0,"alive","airbag","belted",1,"m",45,1999,1998,"deploy","driver",1,0,"79:501:2"
"12641",12641,"25-39",0,"alive","airbag","belted",1,"m",18,1999,1999,"deploy","driver",1,2,"79:801:1"
"12643",12643,"40-54",0,"alive","airbag","belted",1,"m",26,1999,2000,"deploy","driver",1,2,"79:803:1"
"12644",12644,"40-54",0,"alive","airbag","belted",1,"m",23,1999,2000,"deploy","pass",1,1,"79:803:1"
"12645",12645,"10-24",994.241999998689,"alive","airbag","none",0,"f",23,1999,1996,"nodeploy","driver",0,2,"81:1:1"
"12646",12646,"10-24",875.480999998748,"alive","none","belted",1,"m",37,1999,1985,"unavail","driver",0,0,"81:6:1"
"12651",12651,"25-39",21.8899999998976,"alive","none","none",0,"m",38,1999,1990,"unavail","driver",0,3,"81:9:1"
"12653",12653,"10-24",20.530999999959,"alive","none","belted",1,"m",24,1999,1992,"unavail","driver",0,3,"81:10:1"
"12656",12656,"10-24",889.122999995947,"alive","none","none",1,"f",18,1999,1986,"unavail","driver",0,2,"81:17:1"
"12657",12657,"10-24",1150.61299999058,"alive","none","belted",0,"m",24,1999,1989,"unavail","driver",0,0,"81:18:2"
"12659",12659,"10-24",54.5989999999292,"alive","airbag","belted",1,"m",69,1999,1997,"deploy","driver",1,3,"81:19:1"
"12660",12660,"10-24",54.5989999999292,"alive","none","belted",0,"m",61,1999,1985,"unavail","driver",0,3,"81:19:2"
"12661",12661,"55+",36.5949999997392,"alive","none","none",1,"f",23,1999,1987,"unavail","driver",0,3,"81:20:1"
"12662",12662,"55+",36.5949999997392,"alive","none","none",1,"m",31,1999,1987,"unavail","pass",0,3,"81:20:1"
"12667",12667,"40-54",48.7749999999069,"alive","airbag","none",1,"m",28,1999,1999,"deploy","driver",1,3,"81:28:1"
"12669",12669,"10-24",48.7749999999069,"alive","airbag","belted",1,"f",22,1999,1998,"deploy","driver",1,3,"81:29:1"
"12672",12672,"40-54",27.6649999998044,"alive","none","belted",1,"f",29,1999,1989,"unavail","driver",0,3,"81:31:2"
"12673",12673,"40-54",27.6649999998044,"alive","none","belted",1,"f",30,1999,1989,"unavail","pass",0,1,"81:31:2"
"12675",12675,"25-39",22.1739999998827,"alive","none","belted",1,"f",16,1999,1987,"unavail","driver",0,0,"81:32:2"
"12676",12676,"25-39",22.1739999998827,"alive","none","none",1,"f",16,1999,1987,"unavail","pass",0,1,"81:32:2"
"12677",12677,"10-24",1051.41399998963,"alive","airbag","belted",1,"f",24,1999,1999,"nodeploy","driver",0,0,"81:33:1"
"12678",12678,"10-24",1051.41399998963,"alive","airbag","belted",1,"f",32,1999,1996,"deploy","driver",1,0,"81:33:2"
"12683",12683,"25-39",20.530999999959,"alive","none","none",1,"m",27,1999,1982,"unavail","driver",0,3,"81:43:1"
"12685",12685,"55+",20.530999999959,"alive","none","none",1,"m",78,1999,1986,"unavail","driver",0,3,"81:46:1"
"12688",12688,"40-54",13.6439999999711,"alive","none","none",1,"m",27,1999,1991,"unavail","driver",0,3,"81:51:1"
"12689",12689,"25-39",54.2019999995828,"alive","airbag","none",1,"f",18,1999,1995,"deploy","driver",1,3,"81:54:1"
"12691",12691,"10-24",39.5799999996088,"alive","airbag","belted",1,"f",69,1999,1997,"deploy","driver",1,3,"81:57:1"
"12692",12692,"10-24",982.195999994874,"alive","none","belted",1,"m",32,1999,1986,"unavail","driver",0,0,"81:59:1"
"12693",12693,"10-24",982.195999994874,"alive","none","belted",1,"m",25,1999,1986,"unavail","pass",0,0,"81:59:1"
"12694",12694,"25-39",20.530999999959,"alive","none","belted",0,"f",81,1999,1985,"unavail","driver",0,3,"81:60:1"
"12699",12699,"10-24",331.221999999136,"alive","airbag","belted",1,"m",24,1999,1997,"nodeploy","driver",0,0,"81:64:3"
"12701",12701,"10-24",688.600999996066,"alive","none","belted",1,"m",34,1999,1988,"unavail","driver",0,0,"81:65:1"
"12704",12704,"25-39",20.530999999959,"alive","airbag","belted",0,"f",33,1999,1995,"nodeploy","driver",0,3,"81:67:1"
"12705",12705,"25-39",20.530999999959,"alive","airbag","belted",1,"f",41,1999,1994,"deploy","driver",1,2,"81:67:2"
"12707",12707,"10-24",2061.07999998331,"alive","none","belted",1,"m",33,1999,1977,"unavail","driver",0,0,"81:68:2"
"12708",12708,"10-24",3768.41799998283,"alive","airbag","belted",1,"m",25,1999,1996,"nodeploy","driver",0,0,"81:69:1"
"12709",12709,"10-24",3768.41799998283,"alive","airbag","belted",1,"f",21,1999,1996,"nodeploy","pass",0,1,"81:69:1"
